,show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,platform
10973,s2166,TV Show,Hunderby,,"Alexandra Roach, Alex MacQueen, Julia Davis, Rufus Jones",,,2015,TV-MA,2 Seasons,"Comedy, Drama","Set in an isolated rural parish in the early 1800s, Hunderby is a twisted Austen world of doomed romance, closet homosexuality and accidental incest. It's period drama deconstructed by the dark and absurd humor that has become Julia Davis' trademark.",Amazon Prime
10974,s2167,Movie,Hunan: The Other World of Avatar,Laurence Thiriat,,,,2017,7+,52 min,"Documentary, Special Interest","Zhangjiajie National Park, in Hunan, China, is one of the most beautiful parks in the world. The mountains stand like swords, the peaks like small levitating territories that emerge from the clouds below. This unique landscape caught the attention of American director James Cameron. He traveled here to find inspiration for the blockbuster movie Avatar and its mysterious fictional planet, Pandora.",Amazon Prime
10975,s2168,TV Show,Humans,,"Gemma Chan, Colin Morgan, Tom Goodman-Hill, Katherine Parkinson, Will Tudor, Emily Berrington",,,2018,TV-14,3 Seasons,"Drama, Science Fiction, Suspense","In Series 3 of the hit sci-fi drama, a year has passed since the synths gained consciousness, but they're fighting to survive in a world that hates and fears them.",Amazon Prime
10976,s2169,Movie,Human Flow,Ai Weiwei,,,,2017,PG-13,141 min,Documentary,"Artist, activist and director Ai Weiwei captures the global refugee crisis - the greatest human displacement since World War II - I in this breathtakingly epic film journey HUMAN FLOW.",Amazon Prime
10977,s2170,Movie,Hud,Martin Ritt,"Paul Newman, Melvyn Douglas, Patricia Neal, Brandon De Wilde, Whit Bissell, Crahan Denton",,,1963,7+,112 min,"Drama, Western","Paul Newman stars as Hud Bannon, the rebellious son of a respectable rancher who's continually at odds with his aging father.",Amazon Prime
10978,s2171,Movie,Howie Mandel Presents: Howie Mandel at the Howie Mandel Comedy Club,Brian Volk-Weiss,Howie Mandel,,,2019,,56 min,"Arts, Entertainment, and Culture, Comedy, Special Interest","Howie Mandel presents Howie Mandel at the Howie Mandel Comedy Club is Howie's first stand-up comedy special in over 20 years! After being a mainstay on the stand-up comedy circuit for 40 years, Howie takes the stage at the comedy club that bears his name in Atlantic City, NJ. 8 out of 10 critics agree.",Amazon Prime
10979,s2172,TV Show,Howards End,,"Hayley Atwell, Philippa Coulthard, Matthew Macfadyen, Alex Lawther, Joe Bannister, Donna Banya, Tracey Ullman, Bessie Carter, Joseph Quinn, Rosalind Eleazar",,,2018,TV-14,1 Season,"Drama, Special Interest",The Schlegel sisters are two independent and unconventional sisters seeking love and meaning as they navigate an ever-changing world.,Amazon Prime
10980,s2173,Movie,How We Got Gay,Marc de Guerre,,,,2016,13+,43 min,"Documentary, LGBTQ","This film tells the incredible story of how gay men and women went from being the ultimate outsiders to occupying the halls of power. Society looked at homosexuality not just as a subculture apart from the mainstream, but a community of people who were sick and deviant. How did members of this community come to exert such a profound influence on our cultural, political and social lives?",Amazon Prime
10981,s2174,Movie,How Not to Die,,"Dr. Michael Greger, Dr. John McDougall",,,2016,18+,82 min,"Documentary, Special Interest","The majority of premature deaths can be prevented through simple changes in diet and lifestyle. In How Not to Die, Dr. Michael Greger examines the fifteen top causes of death in America-heart disease, various cancers, diabetes, high blood pressure, and more. He explains how nutrition and lifestyle can sometimes trump prescription pills and other approaches, freeing us to live healthier lives.",Amazon Prime
10982,s2175,TV Show,How I Met Your Mother,,"Josh Radnor, Jason Segel, Cobie Smulders",,,2014,TV-PG,10 Seasons,Comedy,"Throw away the Playbook for good! In the series' hilarious final season, you're invited to Barney and Robin's epic wedding weekend, and we get to know Ted's – wait for it – ""The One""!",Amazon Prime
10983,s2176,Movie,How China Got Rich,Michael Wood,,,,2019,13+,57 min,"Documentary, Special Interest","Over the last 40 years, China has been transformed out of all recognition. The scale of its growth and the sheer speed of change has been astonishing. The country has seen the largest lifting of people out of poverty that has ever taken place in human history. How did an impoverished and backward communist country become an engine of global capitalism? What lies ahead for this economic behemoth?",Amazon Prime
10984,s2177,TV Show,How 2,,"Fred Dinenage, Gareth Jones, Carol Vorderman",,,1990,ALL,1 Season,Kids,"How 2 is a world-famous children's programme dedicated to science and general trivia. Originally aired in 1966 under the title How, TVS brought it back to life in 1990. Though the name was changed, the format stayed the same: Three presenters sit around a table, and ask rhetorical questions",Amazon Prime
10985,s2178,Movie,House on Haunted Hill (in Color),William Castle,"Vincent Price, Carol Ohmart, Richard Long, Elisha Cook",,,1958,13+,76 min,"Drama, Horror, Suspense","Price stars as a suave, eccentric millionaire who invites five guests to spend the night in a sinister haunted house, offering each $10,000 but only if they survive until morning! Restored and In Color!",Amazon Prime
10986,s2179,Movie,House of Sand and Fog,Vadim Perelman,"Jennifer Connelly, Ben Kingsley, Shohreh Aghdashloo, Ron Eldard, Frances Fisher, Kim Dickens, Jonathan Ahdout, Navi Rawat",,,2004,R,126 min,"Arthouse, Drama","Massoud Amir Behrani has spent most of his savings trying to enhance his daughter's chances of a good marriage. Once she is married, he spends the remaining funds on a house at an auction, putting himself in the middle of a legal tussle with the property's legal owner who's a former drug addict.",Amazon Prime
10987,s2180,Movie,House,Steve Miner,"William Katt, George Wendt",,,1986,R,92 min,Horror,"Horror novelist Roger Cobb is a man on the edge, reeling from his recent divorce, haunted by the mysterious disappearance of his young son, and struggling with his new book about his traumatic experiences in Vietnam. But when he moves into the strange house left to him by his late aunt, Roger's precarious sanity comes under siege by nightmares.",Amazon Prime
10988,s2181,Movie,Hotel Coolgardie,Pete Gleeson,,Australia,,2017,13+,84 min,Documentary,"In remotest red-dust Australia is the sleepy mining town of Coolgardie. When two Finnish girls take jobs in the town's pub, they find themselves in a trial of endurance, and soon realise that pouring pints is the least of their work. Amusing, disturbing, and thoroughly bizarre, this candid documentary reveals the struggles of adapting to life in an insular community.",Amazon Prime
10989,s2182,TV Show,Hot Mess Millionaire,,Dr. Venus Opal Reese,,,2020,TV-MA,1 Season,"Documentary, Special Interest, Unscripted","From the ""mean streets"" of Baltimore, Md to Stanford Ph.D. to Black Woman Millionaire, Dr. Venus Opal Reese reveals the ""raw and uncut"" reality of what it REALLY takes to be ""self-made.""",Amazon Prime
10990,s2183,Movie,Hot Guys With Guns,Doug Spearman,"Marc Anthony Samuel, Brian McArdle, Trey McCurley",,,2014,18+,111 min,"Action, Comedy, LGBTQ","If you can imagine Lethal Weapon with Mel Gibson and Danny Glover as younger, hotter ex-boyfriends, you'll have the basis for Hot Guys With Guns, a modern take on the old-fashioned detective story. It's Chinatown meets Boystown.",Amazon Prime
10991,s2184,Movie,Hot Buttered Rum,Baeble Music,,,,2011,NR,38 min,Music Videos and Concerts,Hot Buttered Run bring a good ol' foot-stompin' time on the Lower East Side.,Amazon Prime
10992,s2185,Movie,Hostile Border,"Michael Dwyer, Kaitlin McLaughlin","Veronica Sixtos, Roberto Urbina, Julio Cedillo, Jorge A. Jimenez, Jesse Garcia, Maria Del Carmen Farias",United States,,2016,R,84 min,"Action, Drama, Western","When she's deported to México, Claudia must choose between reconciling with her estranged father or partnering with a dangerous smuggler to return to the U.S.",Amazon Prime
10993,s2186,Movie,Horse Tribe,Janet Kern,,,,2014,PG,57 min,"Special Interest, Western","Legendary as one of America's greatest horse tribes, the 21st century Nez Perce decided to bring horses back to their land and lives with the unlikely help of a charismatic Navajo horseman, Rudy Shebala.",Amazon Prime
10994,s2187,TV Show,Horrid Henry,,"Lizzie Waterworth, Emma Tate, Tamsin Heatley, Wayne Forester",,,2014,ALL,3 Seasons,"Animation, Kids","Ever get the feeling that life just isn't fair? Henry gets that feeling, all of the time. Of course he's only a kid, but with a perfect little brother called Peter, a Mum and Dad who'd love him dearly if only he'd stop behaving, well, like a kid, and a moody girl next door who's on a mission to make Henry's life miserable, who can blame him?",Amazon Prime
10995,s2188,TV Show,Horrible Science,,"Chris Martin, Letty Butler, Tom Bell, Ben Miller",,,2015,TV-NR,1 Season,"Comedy, Kids","The first ever series based on the well known books of the same name published by Scholastic. Originally produced for CiTV, ABC and Discovery and now available exclusively to Amazon Prime. Horrible Science is a spoof of a TV science show with behind the scenes and shiny floor drama starring Ben Miller.",Amazon Prime
10996,s2189,Movie,Hope Ranch,Rex Piano,"Bruce Boxleitner, Lorenzo Lamas, Barry Corbin, Gail O'Grady, Laura Johnson, Brian Gross, J.D. Pardo, Richard Lee Jackson, Isabelle 'Isabell' Howell, Brad Hawkins, Nicholas 'Nico' Hill, Stephen Wozniak, Tina Illman, Clint Jung",,,2002,PG-13,90 min,"Kids, Western","Former police officer and marine J.T. Hope starts a program for troubled teens on his ranch, Circle Hope Ranch, to help juvenile delinquents get started on a path away from crime and drugs through honest labor and teamwork.",Amazon Prime
10997,s2190,Movie,Hope Lost,David Petrucci,"Michael Madsen, Danny Trejo, Francesca Agostini",,,2016,,95 min,"Drama, Suspense","A young girl, bored with her small-town, dreams of a more glamorous life. At a club, she meets Gabriel, who claims to be a TV producer and wants to cast her in a reality TV show in Italy. When she arrives, she realizes this is a ruse when she is sold to a pimp. Things take an even darker turn with the arrival of Ettore, a sadist who intends to torture her and another young woman in a snuff movie.",Amazon Prime
10998,s2191,Movie,HooplaKidz Nursery Rhyme Time - Part 2,HooplaKidz,"Annie, Ben, Mango",,,2019,ALL,17 min,"Animation, Kids","HooplaKidz presents the popular nursery rhymes movie which will help children learn and have fun at the same time.Follow Annie, Ben and Mango as they move to ""Humpty Dumpty"", ""If You're happy And You Know It"", ""School Bus Song"" and many more! Have a Hoopla time!",Amazon Prime
10999,s2192,Movie,Honeymoon Limited,Arthur Lubin,"Neil Hamilton, George ""Gabby"" Hayes, June Filmer, Joy Filmer, Irene Hervey, Russell Hicks",,,1935,13+,72 min,"Comedy, Drama","Discouraged and unsuccessful writer Dick Gordon (Hamilton) concocts a plan to earn money and get publicity by walking from New York to San Francisco in six months, then writing a book on his experiences. Along the way, a horrible storm forces Dick to take refuge in what he believes to be a deserted, remote cabin. However, he finds a runaway and her two sisters also hiding out there. But all are placed in danger when the cabin's owner shows up, along with his gangster pals, to retrieve their stolen money, which is hidden in the cabin. Never one to miss an opportunity, Dick is ecstatic to finally find an exciting true story worth writing about, but will he survive long enough to pen his book?",Amazon Prime
11000,s2193,Movie,Honest Thief,Mark Williams,"Liam Neeson, Kate Walsh, Robert Patrick, Anthony Ramos, Jeffrey Donovan, Jai Courtney",United States,,2020,PG-13,99 min,"Action, Suspense","Wanting to lead an honest life, a notorious bank robber (Liam Neeson) turns himself in, only to be double-crossed by two ruthless FBI agents.",Amazon Prime
11001,s2194,TV Show,Honest Men,,"Tripp Ali, Donta Hensley, King David, Gary Lavard, Devon Toran",,,2017,TV-NR,1 Season,"Drama, LGBTQ, Suspense","Prepare for an open and honest conversation between fathers, their sons, and the boy next door. We meet Colby [King David] who is dealing with the death of his father; returning to his childhood home after four years of being away. And next door lives the infamous Mark [Donta Hensley], a man who is known up and down the block for his temper and violent ways. Then there's JT [Tripp Ali].",Amazon Prime
11002,s2195,TV Show,HomeMADE,,,,,2009,ALL,1 Season,"Special Interest, Unscripted","HomeMADE is the biggest renovation competition ever attempted on television. Ten talented designers from around Australia will compete for a $100,000 cash prize when they take on the biggest challenge of their lives - to completely makeover two suburban family homes every week.",Amazon Prime
